customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
128,CUST-YRUJOQW5,Anne,Reyes,haleykayla@example.net,(08)90218211,31 Li Avenue,Suite 525 ,North Bradleyport,NT,2968,AU,-31.45158,151.910671,1989-05-12,2020-01-11T03:23:28,False,True
129,CUST-MCTHPHJ3,Andrew,Molina,johnreyes@example.org,+61 7 0352 8360,Flat 34 87 Bryant Mew,,Leestad,VIC,2684,AU,-32.312853,140.667181,1964-05-05,2020-07-07T03:37:31,False,True
130,CUST-7FQ9P965,Adam,Long,dudleymichael@example.org,(07)-6848-0398,577 Stephen Courtyard,,Port Daniel,WA,1909,AU,-31.745197,115.461662,1974-11-06,2020-07-31T14:25:49,False,True
131,CUST-PDDHCVSQ,Anthony,Chase,bad_email,+61 409 690 099,999 Chelsea Loop,Level 1 ,West Shelbyshire,SA,2645,AU,-20.402946,132.06341,1980-07-16,2024-04-18T03:15:08,False,True
132,CUST-5E11E9FT,Catherine,Preston,bad_email,3226.2182,Unit 82 87 Wilson Edge,Suite 354 ,Dixonberg,NSW,2630,AU,-22.645279,118.357713,1996-12-07,2024-12-17T07:54:34,True,True
133,CUST-VN8LFJDT,Robert,Kerr,kwalsh@example.net,4679-7200,Flat 65 801 Lisa Drive,59/,St. Toddhaven,NT,2625,AU,-15.171668,139.653026,1987-01-23,2022-04-21T18:51:02,False,True
134,CUST-X22INIWC,Brittney,Landry,bryan47@example.net,,54 Douglas Crossing,,West Kellyshire,VIC,5937,AU,-30.8475,147.236879,1997-10-03,2024-02-05T19:53:32,False,True
135,CUST-1ACJBC2S,Elaine,Morgan,mfranklin@example.org,(02).7919.3398,Suite 286 87 Natalie Slope,Apt. 744 ,Johnsonside,TAS,2659,AU,-41.197454,134.535722,1973-09-12,2023-02-10T03:02:37,False,True
136,CUST-3TOW4YCZ,Jeffrey,Taylor,leeamanda@example.com,+61-8-0409-9342,,,North Jamesstad,TAS,2043,AU,-29.227558,131.041617,1964-12-08,2023-06-20T23:57:32,False,True
137,CUST-ZF8S2ZGE,Wanda,Curtis,bethanybrown@example.com,+61 409 802 332,58/89 Charles Ridge,Unit 76 ,Heidishire,NSW,1536,AU,-43.001887,145.89853,1984-05-26,2020-09-18T09:34:25,False,True
138,CUST-QMRUNJDU,Jackie,Smith,matthewnavarro@example.com,(07) 7325 1925,Suite 475 26 Ricardo Garden,,Port Valerie,QLD,8991,AU,-14.660431,122.271161,2002-04-28,2024-01-30T13:56:37,False,True
139,CUST-B2ZXII6L,Joshua,Becker,michael05@example.org,0469.2467,Apt. 098 516 Gonzalez Anchorage,Apt. 748 ,East Ashleyside,SA,9466,AU,-42.209147,121.373773,1964-02-13,2024-06-30T02:30:34,False,True
140,CUST-LDQNK20I,Molly,Holden,hbarry@example.net,8987 0379,Suite 497 39 Jack Right Of Way,90/,Perezborough,QLD,2941,AU,-19.096247,134.955488,1981-12-28,2021-09-08T00:13:55,False,False
141,CUST-WYAM1N0L,Kimberly,Berry,snowjessica@example.org,+61 457 998 182,49 Daniel Siding,Unit 18 ,New Allisonberg,QLD,2657,AU,-10.932986,117.979686,1985-02-07,2021-01-16T01:35:54,False,True
142,CUST-ZN9DDE3C,Anthony,Cook,hardykevin@example.net,0885565808,Flat 25 8 Sarah Amble,,Woodchester,WA,2619,AU,-35.126308,125.230374,1995-04-03,2023-08-29T11:34:48,False,True
143,CUST-E1DDQLEM,Mark,Jackson,evansjonathon@example.org,+61.7.1392.1868,8 Palmer Fire Track,Suite 448 ,Scottland,ACT,2964,AU,-40.92569,145.91907,1987-04-17,2020-06-14T07:49:43,False,True
144,CUST-IMSYJ9BO,Jeremy,Patel,ubenson@example.org,07-7082-1357,Suite 124 303 Eric Laneway,,Hendricksberg,QLD,2931,AU,-16.66751,117.871308,1961-01-26,2020-09-09T08:05:35,True,True
145,CUST-WXUJ3AC6,John,Salazar,joneskatie@example.net,03-1128-9876,47 Kirby Highway,2/,Williamsfort,SA,2937,AU,-32.727304,113.793245,2001-05-10,2020-07-26T06:06:58,False,True
146,CUST-RNPM6JQF,James,Lewis,huertaadam@example.org,+61.481.373.393,876 Davis Circus,,Cameronstad,VIC,2629,AU,-13.985528,132.119299,1967-11-14,2023-02-19T13:56:42,True,True
147,CUST-SW2292MT,Joyce,Brown,evan79@example.com,03 5718 4314,394 Carter Junction,,East Katelyn,VIC,9491,AU,-37.88626,125.392858,1979-08-25,2020-04-30T10:13:42,True,True
148,CUST-199DXJ37,Chad,Adkins,obrennan@example.net,3796.3153,Level 8 3 Kerry Circuit,332/,East Seanview,WA,2656,AU,-16.888717,126.901795,1975-08-02,2021-12-22T08:36:45,False,True
149,CUST-6BZ8UUG9,James,Williams,russellmichael@example.net,33915134,2 Richard Front,,North Hannahhaven,NSW,2615,AU,-40.931249,121.770181,1979-08-18,2020-03-22T19:10:02,False,True
150,CUST-3MG25CFZ,Thomas,Holt,fjoyce@example.net,0383066906,122 Luis Lower,,Smithshire,VIC,2989,AU,-41.533925,141.590596,1995-06-28,2021-02-17T12:15:13,False,True
151,CUST-828XG8Y7,Sandra,Avila,bailey43@example.com,0415.755.007,6 Burke Row,,East Amybury,SA,2993,AU,-33.56801,140.916934,1971-06-04,2021-12-28T00:03:55,False,True
152,CUST-98BV78HU,David,Williams,yfrost@example.net,99554569,683 Rachel Walk,,Lake Philipshire,VIC,7881,AU,-10.599092,119.051272,1967-12-17,2023-10-07T16:15:40,True,True
153,CUST-M2ZBPPFO,Tiffany,Moore,schwartzphillip@example.net,3762.5580,68 Warren Gully,Level 0 ,Port Dillonfurt,NT,2943,AU,-17.18318,136.278331,1980-03-27,2021-10-28T16:25:51,True,True
154,CUST-L8CGN0T6,Pamela,Ramirez,franciscotrevino@example.org,+61 2 3870 9339,111 Brown Alley,,Ericaborough,NT,1671,AU,-42.946231,151.582575,1974-10-20,2024-11-13T05:43:11,True,True
155,CUST-OT7TXKDO,Elizabeth,Banks,jamesmoore@example.com,(07) 8401 1663,,,Perezton,NSW,7160,AU,-41.020636,146.603687,2003-02-03,2022-03-28T03:31:52,True,True
156,CUST-C4LORXDT,Jerry,Lin,hurleynathan@example.com,+61-406-220-250,Unit 91 476 Harvey Key,,Williamsview,WA,2594,AU,-35.047937,131.532434,1980-04-18,2023-01-05T20:32:36,True,True
157,CUST-DMT8VT43,Scott,Ramirez,mclark@example.org,+61 490 484 627,1 Crystal Boulevard,,Cherylfurt,SA,1775,AU,-14.023768,132.003016,1967-01-31,2024-06-05T01:15:51,False,True
158,CUST-YWE1G983,Melissa,Strickland,baxterrachel@example.com,+61-446-886-197,30 Jeffrey Grove,,Adrianachester,TAS,0820,AU,-10.092846,138.343501,1983-02-19,2023-08-02T02:26:23,True,True
159,CUST-4S7AZV2E,Jessica,Duncan,mariajones@example.com,08-4981-0422,Suite 882 76 Jane Sound,Apt. 863 ,Kathleentown,TAS,5312,AU,-40.593064,116.436662,1969-01-22,2023-03-17T19:30:06,False,True
160,CUST-XURGOWYO,Tina,Smith,john82@example.com,9123 8898,656 Oliver Edge,,Hillfurt,NSW,2920,AU,-27.842582,123.280543,1993-05-31,2020-03-23T12:18:04,False,True
161,CUST-RZD5E9P3,Crystal,Owen,brenda81@example.com,3354.8147,722 Garcia Quad,,Chandlermouth,WA,2819,AU,-36.812723,146.606716,2003-06-18,2024-03-11T02:02:47,False,True
162,CUST-SE45BG34,Kendra,Thompson,amber15@example.net,07 0845 8882,Suite 038 4 Simon Hill,Suite 152 ,St. Joseph,NSW,7929,AU,-34.684765,146.587264,2005-04-25,2024-06-13T23:08:04,False,True
163,CUST-RQ8RTM4J,John,Robinson,susancarpenter@example.com,0746637648,,,Hullberg,WA,3686,AU,-14.970075,144.752866,1979-03-24,2022-06-25T23:34:13,False,True
164,CUST-S58YREG2,Anthony,Brown,jburns@example.com,+61 8 3656 2869,2 Patrick Bridge,Apt. 990 ,Angelaview,NSW,2648,AU,-19.881481,123.565899,1993-10-10,2023-11-29T16:42:41,False,True
165,CUST-3ODSX4NX,Lisa,Hines,dsmith@example.net,0706954903,561 Mcbride Dell,,South Courtney,QLD,2675,AU,-10.395727,138.904979,1984-11-02,2022-12-05T23:53:18,False,True
166,CUST-F1622VXY,Shelby,Pruitt,xsmith@example.net,(03)-7755-1059,Flat 41 848 Frank Lower,,Montgomeryville,NSW,2938,AU,-29.768767,128.307547,1963-03-03,2022-02-16T12:29:39,False,True
167,CUST-26YS445G,Eric,Hunt,jblake@example.org,+61.3.0087.8505,3/56 Timothy River,736/,North Stephaniefurt,WA,8890,AU,-18.060781,119.688871,1990-02-10,2020-12-31T08:05:31,False,True
168,CUST-2LJK4Q5V,Tyler,Beasley,felicia44@example.com,(07)47515718,83 Morse Wynd,Level 5 ,Lake Kevin,WA,2627,AU,-14.505076,128.030107,1986-10-07,2024-08-19T01:58:06,False,True
169,CUST-M969F5GC,Rachel,Pearson,johnsonkimberly@example.net,+61 7 5847 2843,855 Jackson Bend,,Simmonsmouth,SA,5394,AU,-28.63019,120.794059,1975-02-15,2021-10-10T17:49:29,False,True
170,CUST-PPPRAT08,Joe,Love,bdavis@example.net,(08).6491.0699,Apt. 579 298 Mendoza Upper,,Moralesberg,TAS,2611,AU,-43.85979,142.811336,1980-04-19,2023-11-11T11:21:46,True,True
171,CUST-G3KK0VM5,John,Butler,tinabrandt@example.com,+61-8-5906-7084,108 Carey Ring,,Port Victoriastad,VIC,2996,AU,-37.593515,151.819543,1996-03-10,2020-03-19T08:18:59,False,True
172,CUST-ASEZ2NX1,Matthew,Roberson,wilsonjoseph@example.com,+61-8-8304-0913,,,Kristinmouth,QLD,2970,AU,-15.57192,114.025872,1970-05-22,2024-09-03T16:10:37,False,True
173,CUST-FZWKXXJV,William,Ward,oacosta@example.com,0454-972-529,81 Gardner Circlet,461/,Lloydburgh,ACT,2971,AU,-39.997025,116.788527,1969-07-14,2025-07-31T07:13:57,False,True
174,CUST-9MOFT6YR,Kevin,Booth,voneill@example.net,,82 Delacruz Walk,,Allenside,VIC,2631,AU,-24.478806,132.752369,1968-01-30,2020-11-03T03:41:16,False,True
175,CUST-9JB354MY,Vanessa,May,cmiles@example.com,(02)85145649,1 Brian Ground,Apt. 618 ,Phillipsborough,WA,2968,AU,-43.671141,117.812567,1975-04-19,2023-09-08T13:01:01,False,True
176,CUST-0NMEOQ4Y,Crystal,Owens,evanhayes@example.com,5842 2654,33 Brandon Ridge,,South Jennifer,ACT,3228,AU,-39.494606,142.509267,1974-04-20,2021-02-28T15:08:49,False,True
177,CUST-PW2W5506,Veronica,Hamilton,nicolewilliams@example.org,(02).1587.7298,9 Thomas Ramp,,Penashire,NT,2672,AU,-41.846574,139.50889,1961-02-09,2022-07-06T12:19:01,False,True
178,CUST-P0RXXF36,Donald,Cohen,kiddbrent@example.com,,5/168 Karina Ring,Unit 90 ,Clarkeside,ACT,2932,AU,-28.044176,132.825067,1974-11-02,2020-11-02T17:54:01,False,True
179,CUST-STN3CPUD,Mary,Moon,nicolelarsen@example.org,0812227433,Level 6 60 Combs Anchorage,Flat 27 ,Brownville,VIC,0950,AU,-43.39585,128.944466,1963-03-20,2020-01-01T03:18:33,False,True
180,CUST-6UXQM334,Jeremy,Cole,campbellkarl@example.com,89309969,8 Bryant Square,Level 5 ,Port Angie,VIC,2932,AU,-31.647985,131.006363,1968-09-27,2022-06-27T00:04:47,False,True
181,CUST-KSZBFFZZ,Marie,Liu,karenfoster@example.net,6941.0640,95 Daisy Gardens,284/,East Amyport,NT,7395,AU,-30.641519,131.195932,1977-02-04,2023-10-16T03:55:25,False,False
182,CUST-YE6QVS8A,Paul,Sanchez,nhopkins@example.com,(08) 6985 3967,655 Elizabeth Circus,56/,St. Michael,VIC,8028,AU,-12.57139,144.805423,1975-11-24,2021-12-12T04:40:27,True,True
183,CUST-L5PVYIOM,Linda,Hayes,zmeyer@example.org,(02)-9985-3499,210 Ayala Gate,Flat 17 ,Lake Jorge,NSW,2254,AU,-13.861147,133.516374,1988-02-29,2022-06-09T07:18:50,False,True
184,CUST-7EZ9GTWZ,Grant,Anderson,rachelmartin@example.com,08 1920 6979,852 Martin Driveway,07/,North Shannon,TAS,2401,AU,-19.855797,140.318226,1985-08-26,2024-09-26T00:27:53,False,False
185,CUST-YH1FKJ4Y,Ashley,Tran,alex97@example.org,+61-3-9234-8031,,6/,North Reneefort,TAS,0892,AU,-40.51568,148.457486,1980-02-15,2024-05-11T08:39:02,False,True
186,CUST-YBNO2Y8B,Barbara,Peterson,aburton@example.org,08.4732.5990,Suite 814 816 Stephanie Rue,30/,Adamtown,ACT,2619,AU,-28.935829,121.473037,1992-12-28,2022-03-15T07:02:42,False,True
187,CUST-GGSNPUEV,John,Sanchez,angelalopez@example.net,0439 392 762,Level 5 2 Johnny Bridge,,St. Rogerport,VIC,2619,AU,-38.774085,125.550461,1964-07-24,2023-05-18T17:51:37,False,True
188,CUST-ZS8S2FTO,Judy,Bender,richard42@example.org,2720.1188,Level 2 749 William Motorway,,Stephanieside,TAS,2649,AU,-34.018472,151.912948,2002-08-08,2020-02-06T04:10:36,False,True
189,CUST-WW8YL68N,Danielle,Strickland,bensonmanuel@example.net,3031.3787,Level 0 52 Smith Crossway,Level 5 ,New Harold,ACT,2673,AU,-31.251427,145.718303,1999-12-22,2025-06-16T01:35:47,False,True
190,CUST-CD81TWHW,Nicole,Johnston,richardmedina@example.net,(08) 7031 0201,7 Campbell Boulevard,,West Danashire,SA,2611,AU,-15.822545,148.902764,1999-01-17,2020-10-22T05:35:52,True,True
191,CUST-CGJC36OQ,Edward,Marshall,aaron65@example.com,+61 418 227 064,880/4 Jack Hill,,Christophertown,QLD,2995,AU,-43.799436,142.251999,1965-09-03,2020-07-05T02:38:34,False,True
192,CUST-YVK7N3BF,Teresa,Martinez,wharmon@example.net,83075635,Apt. 357 3 James Route,Suite 663 ,North Aaronburgh,TAS,2607,AU,-33.970732,138.629918,1986-09-27,2024-03-08T00:24:21,False,True
193,CUST-AVT8K06M,Larry,Ramos,mark83@example.org,+61740433498,976/187 Scott Edge,,Christianland,VIC,9116,AU,-36.493209,147.059431,1977-06-07,2021-04-14T06:36:10,False,True
194,CUST-19TXCYJH,Kurt,Vasquez,jessicamiller@example.com,+61-480-334-901,936/8 Shaffer Street,268/,Brittanyton,ACT,2686,AU,-36.025883,123.97576,1966-04-06,2022-03-03T11:34:12,False,True
195,CUST-YFU38GL2,Wanda,Flynn,dmays@example.net,0363745765,Suite 973 51 Evans Walkway,,Jessicaville,NSW,2983,AU,-20.894274,125.925644,2003-01-22,2025-03-10T16:12:53,False,True
196,CUST-GV44FTJ5,Penny,Pitts,glivingston@example.com,0477-957-571,,0/,Lake Allisonstad,WA,5411,AU,-42.939396,136.439401,1996-05-06,2022-05-21T01:20:04,False,True
197,CUST-Q1NI10KQ,Jonathan,Mccormick,woodsjesus@example.org,03126253,194/4 Nichols Copse,3/,Lake Jacobland,NSW,2657,AU,-15.168617,145.874682,1974-11-17,2021-07-28T16:14:47,False,True
198,CUST-5F07B1IJ,Pamela,Kramer,garygarrett@example.org,+61.473.753.292,Unit 76 0 Luis Lower,Suite 022 ,West Barbarafurt,NT,2946,AU,-30.804834,150.551882,1964-03-01,2020-06-12T23:36:43,False,True
199,CUST-34JTGXNX,Courtney,Howe,taylor82@example.org,0420-012-513,Apt. 752 242 Larry River,Level 7 ,Francestown,VIC,2970,AU,-26.443359,126.821716,1990-12-15,2025-06-17T17:33:11,False,False
200,CUST-PISKFFV3,Linda,Warren,chadlee@example.org,69523759,Apt. 374 67 Ball Freeway,,St. Nicole,TAS,2651,AU,-21.0422,132.118889,1974-06-19,2024-08-10T00:49:02,False,True
201,CUST-ES6FF7SO,Tara,Wright,longkaitlin@example.net,7492-0824,858 Pamela Lower,64/,Turnerborough,QLD,0278,AU,-16.075687,151.784662,1979-06-07,2025-01-13T22:04:58,False,True
202,CUST-3V23GXJ0,Tony,Cobb,paul43@example.com,(02)71551622,465 Janice Gully,,Port Michaelshire,TAS,2651,AU,-30.894296,116.559945,1978-02-25,2025-08-27T15:17:03,False,True
203,CUST-6V5T1DX6,Omar,Robertson,robertsdavid@example.org,,20 Phillips Common,Apt. 329 ,Yorkburgh,NT,0814,AU,-29.329108,129.668729,1963-11-24,2024-10-23T08:21:19,False,True
204,CUST-M264UPJ1,Ashley,Sanders,pbarnett@example.org,(03)11758849,Suite 152 21 Mary Right Of Way,Flat 49 ,Port Brianstad,WA,0227,AU,-35.234631,112.229717,1960-08-21,2021-04-27T18:55:26,True,True
205,CUST-LNFXJ4PN,Christopher,Franklin,travisrodriguez@example.net,2638-5974,446 Melinda Grove,,St. Erika,NSW,2631,AU,-17.351194,132.263646,1993-03-19,2025-06-04T09:14:23,False,True
206,CUST-OE5EI28D,Tina,Mullen,janet14@example.com,+61 437 220 581,17/587 Harold Anchorage,90/,Mariastad,QLD,3367,AU,-20.724809,114.186217,1994-11-28,2020-01-22T03:18:59,False,True
207,CUST-DJNV07OX,Cathy,Cortez,dhill@example.com,(07)33411851,,Flat 04 ,Carolport,NT,3835,AU,-38.040782,132.763472,1960-12-16,2022-04-06T23:54:59,False,True
208,CUST-2SZWYMX9,Colin,Moreno,kellyrandy@example.net,+61-452-310-510,15 Peters Basin,Level 1 ,South Steventon,WA,0989,AU,-30.214667,120.413036,1961-05-18,2020-10-08T03:16:58,False,True
209,CUST-UM3I8QOA,Michael,Henderson,olsonbetty@example.org,+61.2.2147.1445,5/03 Ayala Link,Suite 220 ,North Arthur,VIC,1145,AU,-32.44116,116.914378,1983-02-13,2022-10-21T16:07:14,False,True
210,CUST-18QQVAEC,Donna,Yates,ohess@example.org,+61.480.899.804,966 James Hill,,St. Kerryborough,VIC,9002,AU,-33.265156,152.128719,1960-11-14,2022-12-14T09:02:19,False,True
211,CUST-MTGLHUG0,Yvonne,Leonard,baileybenjamin@example.net,(02)-5954-1012,Unit 44 796 Young Plaza,,Krausefort,NSW,7267,AU,-35.770078,123.147026,1980-07-24,2022-04-10T09:05:28,False,True
212,CUST-EC8RA484,Mary,Davis,myersbilly@example.net,+61250085896,2/005 Janet Service Way,Unit 44 ,Gregoryburgh,ACT,2625,AU,-24.466341,123.538787,1976-05-28,2023-02-21T14:29:10,False,True
213,CUST-2RTSOYG9,Seth,Gomez,everettdan@example.com,+61886973965,774 Patel Corner,,Murillofurt,WA,5807,AU,-36.834419,136.402345,1989-03-12,2024-01-21T22:18:38,False,True
214,CUST-J8MGPP1N,Daniel,Hayden,wolfejason@example.org,(08)-1315-1302,716 Eric Highway,Suite 381 ,St. Ashlee,NSW,7706,AU,-20.675595,146.196008,1984-03-20,2022-08-23T20:13:09,False,True
215,CUST-8F3GR94S,Christopher,Walters,stevenbowman@example.org,0432 998 083,Apt. 070 452 Anna Avenue,4/,Lopezside,WA,0885,AU,-24.693626,128.73288,1974-08-27,2020-09-02T07:50:41,False,True
216,CUST-QMMU7JAE,Ian,Nguyen,brandongeorge@example.org,07-2840-2772,Level 2 105 Leslie Pocket,Flat 42 ,Valenciaton,SA,2617,AU,-21.929548,119.330631,1985-07-14,2023-12-25T11:50:10,False,True
217,CUST-6NKWFG3M,Laura,Harrison,cjames@example.com,0468 132 636,Suite 078 01 Mullins Tor,,North Anthony,TAS,2619,AU,-38.492017,121.585153,1988-06-05,2023-04-08T09:44:18,False,True
218,CUST-270SQG4E,Tammy,Sanders,bhenry@example.com,+61.3.5131.1255,Level 2 49 Rachel Ground,Unit 85 ,Normanburgh,SA,2369,AU,-36.840569,128.675914,1968-07-28,2020-09-18T17:13:41,False,False
219,CUST-1CJFX5LI,Tammy,Webster,christopherkeith@example.net,0448 837 694,9 Thompson Rosebowl,Unit 53 ,Amandamouth,WA,2916,AU,-43.028576,139.869064,1989-03-05,2025-05-04T17:00:35,False,True
220,CUST-Q8ZGVWWU,Madeline,Schroeder,kyleadams@example.com,(07) 5968 3454,Level 5 661 Roberts Chase,,Diamondborough,NT,2994,AU,-25.651284,145.797726,1999-08-22,2023-06-15T13:19:03,False,True
221,CUST-S1EKTYR1,Tiffany,Holmes,troy32@example.org,(07).1190.5389,023/97 Karen Triangle,Suite 059 ,St. Jennifer,NT,2668,AU,-16.909909,135.024912,1976-12-01,2024-08-13T20:24:32,False,True
222,CUST-X3HCWS2W,John,Graham,rkim@example.org,08 3660 8409,Apt. 297 345 James Approach,84/,Daughertyland,QLD,2621,AU,-34.860051,119.896026,1966-02-21,2022-01-17T04:58:27,False,True
223,CUST-JWGABTGD,Jillian,Potter,scottmary@example.com,+61773831758,Apt. 742 404 Kim Right Of Way,,North Matthew,NSW,2947,AU,-38.876754,132.730341,1990-09-03,2024-09-17T11:20:38,False,True
224,CUST-ZBC1FJOT,Deborah,Kramer,grahampaul@example.net,+61 8 1163 3597,442 Nelson Interchange,,Weissville,SA,2628,AU,-43.571073,152.933137,1982-05-02,2024-04-25T16:07:39,False,True
225,CUST-0DXHO87F,Larry,Scott,james39@example.com,1518 3264,82 Karen Link,,St. Sandra,QLD,2690,AU,-27.638194,124.55015,1992-05-02,2020-08-01T07:55:45,False,True
226,CUST-A2VOI8UY,Brenda,Johnson,jordangeorge@example.com,0812023712,8 Evans Highway,,Davenportside,NT,2959,AU,-27.002747,140.809675,1990-05-12,2020-09-02T02:10:34,False,True
227,CUST-DRLUXM60,Madison,Wong,lauraschneider@example.org,03 0776 2531,767 Misty Top,,Meganhaven,WA,6038,AU,-42.65739,141.678291,1986-06-10,2025-06-30T06:54:34,False,True
228,CUST-Q5V4FTQ3,Danny,Stevenson,eharvey@example.com,08 9913 6220,10 James Ground,Flat 44 ,Parkerberg,ACT,0881,AU,-19.055637,149.08316,1992-08-30,2022-09-05T11:40:34,False,True
229,CUST-NSRTWLXD,Peter,Crawford,valentinecharles@example.com,,Suite 230 41 Dustin Copse,,Daughertyville,NSW,0909,AU,-14.301246,120.487319,2003-07-18,2022-02-23T03:35:43,True,True
230,CUST-RWVBHZA7,Eric,Martinez,josephnguyen@example.org,(08) 3702 4913,136 Clark Extension,,North Deborah,QLD,2318,AU,-22.276832,127.158894,1997-04-25,2024-02-20T02:07:21,False,True
231,CUST-CK88D0TG,Linda,Blackburn,zpena@example.com,2657 1147,536/33 Jennifer Upper,,North Coreymouth,VIC,2619,AU,-18.527392,129.437753,1969-06-19,2024-01-06T16:42:05,False,True
232,CUST-2TSXTV76,Shawn,Garcia,luke12@example.com,0495-175-438,26/89 Bradley Key,,Williamschester,NT,2875,AU,-22.469812,146.698509,1989-01-06,2022-09-12T20:30:12,False,True
233,CUST-0MQ8ABKA,Denise,Brooks,tmcpherson@example.net,+61.436.659.859,,463/,Kendrahaven,NT,5862,AU,-36.696024,125.225996,1984-10-03,2021-09-25T03:25:58,True,True
234,CUST-NUI3DO70,Diane,Stanley,bjones@example.org,03-9494-9702,58/12 Tucker Trailer,Suite 638 ,Aprilhaven,SA,0976,AU,-20.553767,136.201763,1968-07-21,2023-05-15T01:21:38,False,True
235,CUST-C1M3O55I,Lisa,Stuart,robert05@example.org,+61.8.4527.2404,,74/,East Sherriview,TAS,2644,AU,-30.995443,124.800903,1963-09-11,2023-07-31T19:39:29,False,True
236,CUST-FY981UDP,Susan,Reed,erinzuniga@example.org,+61-3-4122-1626,63 Becker Lane,,Port Janeburgh,NSW,3320,AU,-18.659289,135.022401,1983-07-22,2020-12-14T14:30:35,False,True
237,CUST-EURXHW0I,Jimmy,Gilbert,jbrown@example.com,+61.461.848.179,13 Anthony Concourse,Level 0 ,Paulside,ACT,0294,AU,-40.953782,140.213397,1997-12-30,2024-02-05T12:40:53,False,True
238,CUST-1GM32WP7,Jason,Cooper,pthomas@example.net,0481 775 357,701 Jackson Part,Flat 72 ,Nathanmouth,NT,2960,AU,-41.082309,143.062428,1981-10-21,2021-08-27T10:28:27,True,True
239,CUST-QAHTHSJR,Allison,Graves,robertflores@example.com,+61.442.790.478,22/6 Castro Concourse,,Murrayfurt,NSW,5771,AU,-24.177832,139.86819,1963-11-25,2022-11-12T06:12:04,True,True
240,CUST-JQ8CXX6M,Robert,Torres,wdavis@example.com,03.8922.9581,Apt. 818 0 Melissa Crescent,,Rogerston,WA,7611,AU,-10.687043,133.358694,1968-12-07,2023-07-16T17:38:45,False,True
241,CUST-SQ7AITMO,Robert,Jackson,lwheeler@example.net,+61.7.5993.8761,Flat 80 6 Krystal State Highway,Level 1 ,New Susanmouth,TAS,2859,AU,-35.969038,153.086259,2004-12-20,2023-02-03T02:15:27,False,True
242,CUST-3BTKF6XD,William,Goodman,holly81@example.net,0490-032-720,16/1 Timothy Mount,Apt. 547 ,West Stephen,NSW,2078,AU,-36.267449,122.095154,1973-09-14,2024-10-12T11:22:24,False,True
243,CUST-HET25LZS,Kristy,Jones,joseph55@example.net,(02)-5509-2066,7/6 Carey Wynd,,New Danielland,TAS,2691,AU,-12.276982,150.518709,1988-06-25,2020-10-04T20:17:31,False,True
244,CUST-4FBL98K0,Elizabeth,Becker,ospears@example.com,+61-7-8395-7747,26 Peterson Street,,New Carol,NSW,8716,AU,-37.610258,117.524927,1962-05-08,2022-12-29T22:02:57,False,True
245,CUST-YMYRSVZN,Timothy,Harris,sara03@example.org,03-3641-2748,Flat 99 419 Lang Distributor,,New Tina,WA,5386,AU,-42.904195,144.110632,1961-05-06,2023-01-10T15:02:18,False,True
246,CUST-HG8PWY55,Michael,Delgado,brandon62@example.com,(08)-6622-8858,66/8 Anthony Roadway,Level 0 ,South Matthewburgh,NT,2706,AU,-19.513169,128.55433,1963-06-15,2021-03-23T16:26:33,False,True
247,CUST-IT9BN18G,Elizabeth,Turner,gillespiechristopher@example.org,(03)-5768-9652,7 Stephanie Underpass,,Walterfurt,ACT,2621,AU,-38.339456,124.365628,1964-11-22,2021-08-05T16:52:42,False,True
248,CUST-E27ZEOQG,Charles,Rios,benjaminreeves@example.com,(07) 8168 1001,Unit 51 86 Walker Glen,,New Ricky,SA,2999,AU,-35.497202,141.052132,1974-09-17,2021-05-21T03:19:12,True,True
249,CUST-SN2S8NN1,Ashley,Flores,andreaprice@example.com,(08)38860053,4 Thompson Arcade,,South Jamesshire,VIC,0921,AU,-14.46017,119.512404,1964-08-08,2024-09-14T11:12:58,False,True
250,CUST-WEEHWJQ4,Alan,Rogers,loriweber@example.com,,674 Tracy Trailer,,Cookshire,NSW,2899,AU,-23.978681,131.979904,1996-10-17,2024-12-14T02:53:27,False,False
251,CUST-KW3HGBMF,Michael,Porter,csilva@example.com,+61-414-510-131,81/7 Torres Piazza,,West Jerryview,NT,2740,AU,-41.018109,116.573281,1975-12-28,2021-10-22T10:21:14,False,True
252,CUST-2GQU7DKN,James,Hale,vluna@example.org,,56 Robinson Cove,Suite 558 ,Herrerahaven,VIC,2938,AU,-34.043688,117.650923,1984-08-14,2023-09-10T19:11:21,False,True
253,CUST-CU9TD0V2,Jessica,Farmer,larsonmichael@example.net,0447.248.786,304 Duffy Pass,,Edwardberg,VIC,2994,AU,-24.445149,138.176254,1971-08-21,2025-07-26T18:55:18,False,True
254,CUST-5IKGEQ20,Sharon,Jones,karen09@example.net,0403.075.539,Level 5 42 Rodney Intersection,,New Tyler,TAS,6958,AU,-32.111898,145.853828,1979-01-18,2020-02-16T23:19:27,False,True
255,CUST-LSLAYM0W,Jeffrey,Ramirez,kayla49@example.org,0788987170,5 Audrey Close,,North Jessica,VIC,0896,AU,-21.135919,150.478848,1963-03-11,2021-07-10T17:31:50,False,True
256,CUST-6Q37CSUY,Tammy,Gonzalez,tphillips@example.com,,692/117 Susan Interchange,,Lake James,SA,5405,AU,-12.849661,145.422878,1965-12-09,2021-09-03T10:12:40,False,True
